property_name,property_id,breadcrumbs,price,image_url,description,seller_name,location,property_type,bathroom,bedroom
3 bhk furnished flat near nadakkav,1774502281,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Nadakkavu', '3 bhk furnished flat near nadakkav']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/kh6hajc2o84j-IN/image;s=850x0,3 bhk furnished flat near 4th gate nadakkav,Muneer..,"Nadakkavu, Kozhikode, Kerala",Apartments,3,3
Near chevayur RTO ground3bhk for rent,1775152826,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayur', 'Near chevayur RTO ground3bhk for rent']","{'amount': '17,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/l3cqcfgxozex1-IN/image;s=850x0,Walkable distance bus stop.Rent Rs17000/per month.families only.,All Rentals,"Chevayur, Kozhikode, Kerala",Houses & Villas,3,3
2BHK Apartment for Rent @Calicut town,1774544562,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Cherooty Road', '2BHK Apartment for Rent @Calicut town']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/zg0om9tqwe8s2-IN/image;s=850x0,Full furnished 2BHK with covered car  parking near 4th gate kozhikode contact mobile ,Latheef ,"Cherooty Road, Kozhikode, Kerala",Apartments,3,2
3BHK FULLY FURNISHED HOUSE FOR RENT AT KARAPARAMBA,1774839588,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparamba', '3BHK FULLY FURNISHED HOUSE FOR RENT AT KARAPARAMBA']","{'amount': '35,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/hkrgiidldu9d1-IN/image;s=850x0,3BHK FULLY FURNISHED HOUSE FOR RENT AT KARAPARAMBA ,Planet Homes,"Karaparamba, Kozhikode, Kerala",Houses & Villas,4,3
Brand-new  2 bed/2bath Duplex house for Rent in  kunnamkulam,1766190370,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kunnamkulam', 'For Rent: Houses & Apartments in Shiralayam', 'Brand-new  2 bed/2bath Duplex house for Rent in  kunnamkulam']","{'amount': '9,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/5b07ls9kjbo12-IN/image;s=850x0,Description,Anil Verghese,"Shiralayam, Kunnamkulam, Kerala",Houses & Villas,2,2
3 bhk house for rent,1774780711,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Pottammal', '3 bhk house for rent']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ajme7oa748ey2-IN/image;s=850x0,"3 bhk house for rent available at Palazhi, Pottamel, Thondayad, Ashokapuram.",Minsa properties,"Pottammal, Kozhikode, Kerala",Houses & Villas,3,3
"UP STAIR FOR RENT,MIMS HOSPITAL ,CALICUT",1658438242,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Govindapuram', 'UP STAIR FOR RENT,MIMS HOSPITAL ,CALICUT']","{'amount': '10,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/vkt54qiz9ht6-IN/image;s=850x0,"TWO BEDROOM,ONE ATTACHED,HALL,KITCHEN,K.W.A WATER,CAR SITE",TRUTH REAL ESTATE,"Govindapuram, Kozhikode, Kerala",Houses & Villas,1,2
3bhk fully furnished flat for rent at Calicut,1620524254,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '3bhk fully furnished flat for rent at Calicut']","{'amount': '35,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/m66zvpfmpizn1-IN/image;s=850x0,3bhk fully furnished flat for rent at Calicut,FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,3,3
3BHK HOUSE CHEVARAMBALAM calicut. Family & Bachilers  allowed,1773195119,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevarambalam', '3BHK HOUSE CHEVARAMBALAM calicut. Family & Bachilers  allowed']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/edcfwprqvhae2-IN/image;s=850x0,CHEVARAMBALAM calicut. ,Ranju ,"Chevarambalam, Kozhikode, Kerala",Houses & Villas,3,3
2bhk furnished flat for rent at Thondayad bypass,1668049540,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '2bhk furnished flat for rent at Thondayad bypass']","{'amount': '30,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/0adfjab9hq9k1-IN/image;s=850x0,2bhk  furnished flat for rent at Thondayad bypass,FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,2,2
3 bhk individual  house for rent  @ pokunnu near mangavu,1775589642,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Mankavu', '3 bhk individual  house for rent  @ pokunnu near mangavu']","{'amount': '19,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ft1o7fjtouyl-IN/image;s=850x0,"Mankavu pantheerankavu bus route side ,3bhk,2attached,2halls,varanda, kitchen,store, outside toilet & bathroom, full y closed compound wall with wide gate, pure well water& water authority connection,tressed terous etc.Around 3,4 km from Gokulam public school,hilite mall, Global English School,Mims, Oxford School,ciber park, Xylem NEET coaching centre etc,All most  all school buses are passing through this route.",Shabeer,"Mankavu, Kozhikode, Kerala",Houses & Villas,3,3
2BHK SEMI FURNISHED FLAT FOR RENT AT THONDAYAD BYPASS,1774836439,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '2BHK SEMI FURNISHED FLAT FOR RENT AT THONDAYAD BYPASS']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/gq2kilyv0uc21-IN/image;s=850x0,2BHK SEMI FURNISHED FLAT FOR RENT AT THONDAYAD BYPASS ,Planet Homes,"Thondayad, Kozhikode, Kerala",Apartments,3,2
2BHK FIRST FLOOR FOR RENT //semi furnished,1771210235,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karuvasseri', '2BHK FIRST FLOOR FOR RENT //semi furnished']","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/sfjcq9vxc4tl1-IN/image;s=850x0,2BHK FIRST FLOOR FOR RENT //semi furnished,GREENVILLA,"Karuvasseri, Kozhikode, Kerala",Houses & Villas,2,2
Flat for rent,1756335042,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Arayedathupalam', 'Flat for rent']","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/v8jrc6mlnzw12-IN/image;s=850x0,2 bedroom flat for rent near Azhakodi Devi Temple. Near Baby Memorial Hospital. Walkable distance to Mavoor Road,Misha,"Arayedathupalam, Kozhikode, Kerala",Apartments,1,2
SEMI FURNISHED,1770031908,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Mankavu', 'SEMI FURNISHED']","{'amount': '17,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/kqpu0db2me5e3-IN/image;s=850x0,SEMI FURNISHED 17K 50K ADVANCE,GREENVILLA,"Mankavu, Kozhikode, Kerala",Houses & Villas,2,2
2 LUXURY FURNISHED FLAT FOR RENT MONTHLY ONLY,1774991977,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Pottammal', '2 LUXURY FURNISHED FLAT FOR RENT MONTHLY ONLY']","{'amount': '40,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/wbk6s3xkybah3-IN/image;s=850x0,2bhk luxury flat for rent fully furnished ,VINTAGE PROPERTIES,"Pottammal, Kozhikode, Kerala",Builder Floors,3,2
Furnished 1Bhk.upstair.bachlors.kotooli. Calicut.,1775338872,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Parayanchery', 'Furnished 1Bhk.upstair.bachlors.kotooli. Calicut.']","{'amount': '12,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/xyhdyxm3cnbe3-IN/image;s=850x0,"Furnished 1bhk, attach bath,bachlors allowed.1carparking, kotooli.150 mtr main road.1km calicut town. 750 mtr Gokulam mal,&Baby hospital.",Jithu,"Parayanchery, Kozhikode, Kerala",Houses & Villas,1,1
"DOUBLE STORIED HOUSE FOR RENT,CHRISTIAN COLLEGE ,CALICUT",1658434854,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Christian College', 'DOUBLE STORIED HOUSE FOR RENT,CHRISTIAN COLLEGE ,CALICUT']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/yj82rqsyk6933-IN/image;s=850x0,"FOUR BEDROOM ATTACHED,HALL,KITCHEN,WORK AREA,STOCK ROOM,GOOD WELL WATER,CAR SITE",TRUTH REAL ESTATE,"Christian College, Kozhikode, Kerala",Houses & Villas,4,4
Rented house 1BHK,1774775433,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Calicut Civil Station', 'Rented house 1BHK']","{'amount': '12,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/64cqtp1ht6rr3-IN/image;s=850x0,Rented house 1BHK,Rachel Antony,"Calicut Civil Station, Kozhikode, Kerala",Houses & Villas,1,1
Full furniture AC flat for rent,1766645424,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Guruvayur', 'For Rent: Houses & Apartments in Mammiyoor', 'Full furniture AC flat for rent']","{'amount': '10,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/m051v8dekqvk-IN/image;s=850x0,1 bhk,Ashraf,"Mammiyoor, Guruvayur, Kerala",Apartments,0,1
2bhk flat for rent,1775414517,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Calicut Civil Station', '2bhk flat for rent']","{'amount': '13,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/gmwpn7fi2ocx2-IN/image;s=850x0,2 bedroom flat with 2 bathroom available for rent in prime location at civil station. ,Ummer,"Calicut Civil Station, Kozhikode, Kerala",Apartments,2,2
3 BHK BRANDED UNFURNISHED APARTMENT FOR RENT NEAR MANKAVU,1774564193,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Mankavu', '3 BHK BRANDED UNFURNISHED APARTMENT FOR RENT NEAR MANKAVU']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/4pw21e1wqf421-IN/image;s=850x0,Branded flat for rent & sale available in Calicut,PROPERTY HUB,"Mankavu, Kozhikode, Kerala",Apartments,3,3
Posh house for rent in westhill chungam calicut,1774759487,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in West Hill Chungam', 'Posh house for rent in westhill chungam calicut']","{'amount': '30,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/xogof574oo7i2-IN/image;s=850x0,30 cent 3000 sqft very Posh house for rent in westhill chungam calicut,Calicutproperties,"West Hill Chungam, Kozhikode, Kerala",Houses & Villas,4+,4
Near thondayad bypass,1775282514,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Olavanna', 'For Rent: Houses & Apartments in Kolangarapeedika', 'Near thondayad bypass']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/289d7mzbcm0r-IN/image;s=850x0,Serious coustomers call on number,MUHAMMED ALI,"Kolangarapeedika, Olavanna, Kerala",Houses & Villas,4,3
Near medical college housing board quarters 3bhk house for rent,1774508275,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayur', 'Near medical college housing board quarters 3bhk house for rent']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/9oeg5fqw0dxh2-IN/image;s=850x0,Ideal location.All school buses have reaching point here.open well.,All Rentals,"Chevayur, Kozhikode, Kerala",Houses & Villas,3,3
House for lease,1775520099,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Panniyankkara', 'House for lease']","{'amount': '10,00,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/m4ehch3hyi95-IN/image;s=850x0,Location : Panniyankara behind alaviyya madrasa.,koya,"Panniyankkara, Kozhikode, Kerala",Houses & Villas,3,4+
HOUSE FOR RENT,1771004962,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kannur', 'For Rent: Houses & Apartments in Podikundu', 'HOUSE FOR RENT']","{'amount': '13,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/mb2fq6logwcw-IN/image;s=850x0,House for rent ,Reesha ajit,"Podikundu, Kannur, Kerala",Houses & Villas,2,2
2bhk semi furnished flat for rent at Calicut,1637175333,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '2bhk semi furnished flat for rent at Calicut']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/3xme8hn2h3oz1-IN/image;s=850x0,2bhk semi furnished flat for rent at Calicut,FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,3,3
Spacious Apartment in nadakkave,1774976257,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Vandipetta', 'Spacious Apartment in nadakkave']","{'amount': '18,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/3chjod8c5zq51-IN/image;s=850x0,2nd floor two bedroom semi furnished apartment for rent,Sajuraj,"Vandipetta, Kozhikode, Kerala",Apartments,2,2
PREMIUM FLAT FOR RENT NEAR HILITE CITY,1774761362,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'PREMIUM FLAT FOR RENT NEAR HILITE CITY']","{'amount': '30,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/bkw3q1ze3t5j2-IN/image;s=850x0,Branded flat for rent & sale available in Calicut,PROPERTY HUB,"Thondayad, Kozhikode, Kerala",Apartments,2,2
സിംഗിൾ വീട് വാടകയ്ക്ക് ചേവായൂർ,1774675688,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayur', 'സിംഗിൾ വീട് വാടകയ്ക്ക് ചേവായൂർ']","{'amount': '10,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/lguop7pyvxba3-IN/image;s=850x0,ചേരമ്പലം റോഡിൽ നിന്ന് 500 ദൂരം,HPK,"Chevayur, Kozhikode, Kerala",Houses & Villas,2,3
2bhk upstair.students/ladies/bachlors. Parayanchery. Calicut.,1775021451,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Parayanchery', '2bhk upstair.students/ladies/bachlors. Parayanchery. Calicut.']","{'amount': '12,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/a6m0cpjwoegs2-IN/image;s=850x0,"Upstair potion rent. Students, ladies, bachlors.maximum 4 members. Parayanchery. Calicut. 500 mtr New busstand.1 km railway station.",Jithu,"Parayanchery, Kozhikode, Kerala",Houses & Villas,2,2
GROUND FLOOR FOR RENT NEAR MIMS HOSPITAL CALICUT,1728602750,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Govindapuram', 'GROUND FLOOR FOR RENT NEAR MIMS HOSPITAL CALICUT']","{'amount': '14,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/uml1jh6y33rk2-IN/image;s=850x0,GROUND FLOOR FOR RENT NEAR MIMS HOSPITAL CALICUT,PARUDEESA PROPERTY,"Govindapuram, Kozhikode, Kerala",Houses & Villas,2,2
2 bhk furnished apartment at nadakkav,1775136302,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Nadakkavu', '2 bhk furnished apartment at nadakkav']","{'amount': '16,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/8dzkxagh0vp52-IN/image;s=850x0,2 bhk furnished apartment,CARFIN CARS,"Nadakkavu, Kozhikode, Kerala",Apartments,2,2
